Claim,Subsection,label,deepset/gbert-base,deepset/gbert-large,deepset/gelectra-base,deepset/gelectra-large
FFP2-Masken im öffentlichen Räumen werden verpflichtend Das Tragen von FFP2-Masken wird dann in allen öffentlichen Innenräumen Pflicht. Das gilt auch für öffentliche Verkehrsmittel. Bisher waren auch einfache OP-Masken erlaubt.,"Eine FFP2-Maske ist in geschlossenen Räumen zu tragen 1. von Fahrgästen bei der Benutzung öffentlicher Verkehrsmittel einschließlich der Bahnhöfe, Flughäfen und Fährterminals sowie sonstiger Fahrzeuge mit wechselnden Fahrgästen, 2. in Arztpraxen und anderen Gesundheitseinrichtungen von Patientinnen und Patienten sowie ihren Begleitpersonen unter der Voraussetzung, dass die jeweilige medizinische Behandlung dem nicht entgegensteht, 3. in Krankenhäusern und Pflegeeinrichtungen von Besucherinnen und Besuchern sowie von Patientinnen und Patienten beziehungsweise Bewohnerinnen und Bewohnern, sofern sie sich außerhalb ihres Zimmers aufhalten oder Besuch empfangen, 4. von Kundinnen und Kunden in Einzelhandelsgeschäften aller Art und Einkaufszentren (Malls) sowie in Handwerks-, Dienstleistungs- und anderen Gewerbebetrieben mit Publikumsverkehr, 5. von Besucherinnen und Besuchern in Bibliotheken und Archiven, 6. in der beruflichen Bildung und der allgemeinen Erwachsenenbildung, 7. von Besucherinnen und Besuchern in kulturellen Einrichtungen und Freizeiteinrichtungen und 8. soweit dies über die in den Nummern 1 bis 7 genannten Anlässe hinaus in einem bereichsspezifischen Hygienerahmenkonzept nach § 6 Absatz 3 oder einer auf Grund von § 25 erlassenen Rechtsverordnung bestimmt ist.",True,1,1,1,1
FFP2-Masken im öffentlichen Räumen werden verpflichtend Das Tragen von FFP2-Masken wird dann in allen öffentlichen Innenräumen Pflicht. Das gilt auch für öffentliche Verkehrsmittel. Bisher waren auch einfache OP-Masken erlaubt.,"Ist die gleichzeitige Nutzung von Räumen durch mehrere Personen erforderlich, so darf eine Mindestfläche von 10 Quadratmetern für jede im Raum befindliche Person nicht unterschritten werden. Lassen zwingende betriebsbedingte Gründe, insbesondere die auszuführenden Tätigkeiten oder die baulichen Verhältnisse, die Einhaltung der Mindestfläche nach Satz 1 nicht zu, hat der Arbeitgeber durch andere geeignete Schutzmaßnahmen den gleichwertigen Schutz der Beschäftigten sicherzustellen, insbesonderedurch: 1. Lüftungsmaßnahmen, 2. geeignete Abtrennungen zwischen den anwesenden Personen, 3. Tragepflicht von Mund-Nase-Schutz oder Atemschutzmasken für alle anwesenden Personen, 4. sonstige im Hygienekonzept ausgewiesene Maßnahmen.",False,1,0,1,1
"Zudem müssen Geschäfte eine digitale Anwesenheitsdokumentation nutzen, zum Beispiel die LucaApp. Von beiden Pflichten ausgenommen sind Geschäfte des täglichen Bedarfs, also Lebensmittelhandel, Drogerien und Apotheken. Zudem entfällt für Dienstleister und Gewerbetreibende die digitale Dokumentationspflicht","Die Verantwortlichen für 1. Veranstaltungen, 2. Kantinen, 3. Hotels, 4. Dienstleistungsgewerbe im Bereich der körpernahen Dienstleistungen, 5. den Sportbetrieb in gedeckten Sportanlagen einschließlich Hallenbädern, in der Sportausübung dienenden Räumen und für sportbezogene Angebote sowie für den Sportbetrieb im Freien nach § 19, 6. staatliche, private und konfessionelle Hochschulen für Veranstaltungsräume, in denen der Präsenzbetrieb durchgeführt wird, 7. kulturelle Einrichtungen und Freizeiteinrichtungen, 8. Einzelhandelsgeschäfte, soweit eine Öffnung nach § 15 Absatz 1 Satz 1 erfolgt, sowie 9. weitere, in einem bereichsspezifischen Hygienerahmenkonzept nach § 6 Absatz 3 oder einer auf Grund von § 25 erlassenen Rechtsverordnung genannte Einrichtungen, haben eine Anwesenheitsdokumentation zu führen, soweit geschlossene Räume betroffen sind und es sich im Falle der Nummer 2 nicht ausschließlich um die Abholung von Speisen oder Getränken handelt. Die Verantwortlichen für Veranstaltungen haben eine Anwesenheitsdokumentation auch zu führen, soweit die Veranstaltung ganz oder teilweise im Freien stattfindet. Die Verantwortlichen für Kantinen haben eine Anwesenheitsdokumentation auch zu führen, soweit Speisen oder Getränke im Freien serviert oder im Wege der Selbstbedienung zum Verzehr im Bereich der genehmigten Außengastronomie abgegeben werden. Die Pflicht zum Führen einer Anwesenheitsdokumentation kann auch unter Nutzung digitaler Anwendungen, auch solcher die eine automatisierte Datenerfassung ohne Mitwirkung der Verantwortlichen ermöglichen, erfolgen.",True,1,1,1,1
"Zudem müssen Geschäfte eine digitale Anwesenheitsdokumentation nutzen, zum Beispiel die LucaApp. Von beiden Pflichten ausgenommen sind Geschäfte des täglichen Bedarfs, also Lebensmittelhandel, Drogerien und Apotheken. Zudem entfällt für Dienstleister und Gewerbetreibende die digitale Dokumentationspflicht",Die Absätze 1 und 2 gelten nicht für Psychiatrische Krankenhäuser und psychiatrische Fachabteilungen der bezirklichen Pflichtversorgung nach § 3 in Verbindung mit § 18 des Gesetzes über Hilfen und Schutzmaßnahmen bei psychischen Krankheiten vom 17. Juni 2016 (GVBl. S. 336).,False,0,0,0,0
Das Shoppen ist ab Mittwoch sogar ohne Terminvergabe möglich. Allerdings muss ein tagesgültiger negativer Corona-Test vorgezeigt werden.,"Verkaufsstellen im Sinne des Berliner Ladenöffnungsgesetzes vom 14. November 2006 (GVBl. S. 1045), das zuletzt durch das Gesetz vom 13. Oktober 2010 (GVBl. S. 467) geändert worden ist, in der jeweils geltenden Fassung dürfen nur von Kundinnen und Kunden aufgesucht werden, die im Sinne von § 6b negativ getestet sind. Für die Öffnung nach Satz 1 gilt ein Richtwert von insgesamt höchstens einer Kundin oder einem Kunden pro 40 Quadratmetern Verkaufsfläche, eine elektronische Kontaktnachverfolgung ist sicherzustellen. Die Sätze 1 und 2 gelten nicht für den Einzelhandel für Lebensmittel und Getränke, Tabakprodukte, Schreibwaren, Zeitungen, Zeitschriften, Bücher und Tierbedarf, Apotheken, Einrichtungen zum Erwerb von Sanitätsbedarf sowie von Hör- und Sehhilfen, Drogerien, Reformhäuser, Tankstellen, Abhol- und Lieferdienste und Wochenmärkte mit Beschränkung auf die vorgenannten Sortimente, gewerblichen Handwerkerbedarf und Fahrrad- und Kfz- Werkstätten.",True,1,1,1,1
Das Shoppen ist ab Mittwoch sogar ohne Terminvergabe möglich. Allerdings muss ein tagesgültiger negativer Corona-Test vorgezeigt werden.,"Die Arbeitsschutzverordnungen gemäß § 18 Absatz 1 und 2 des Arbeitsschutzgesetzes und abweichende Vorschriften der Länder zum Infektionsschutz, insbesondere im Zusammenhang mit der Betreuung von Kindern sowie weitergehende Vorschriften der Länder und die SARS-CoV-2-Arbeitsschutzregel bleiben unberührt.",False,0,0,0,0
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","Verkaufsstellen im Sinne des Berliner Ladenöffnungsgesetzes vom 14. November 2006 (GVBl. S. 1045), das zuletzt durch das Gesetz vom 13. Oktober 2010 (GVBl. S. 467) geändert worden ist, in der jeweils geltenden Fassung dürfen nur von Kundinnen und Kunden aufgesucht werden, die im Sinne von § 6b negativ getestet sind. Für die Öffnung nach Satz 1 gilt ein Richtwert von insgesamt höchstens einer Kundin oder einem Kunden pro 40 Quadratmetern Verkaufsfläche, eine elektronische Kontaktnachverfolgung ist sicherzustellen. Die Sätze 1 und 2 gelten nicht für den Einzelhandel für Lebensmittel und Getränke, Tabakprodukte, Schreibwaren, Zeitungen, Zeitschriften, Bücher und Tierbedarf, Apotheken, Einrichtungen zum Erwerb von Sanitätsbedarf sowie von Hör- und Sehhilfen, Drogerien, Reformhäuser, Tankstellen, Abhol- und Lieferdienste und Wochenmärkte mit Beschränkung auf die vorgenannten Sortimente, gewerblichen Handwerkerbedarf und Fahrrad- und Kfz- Werkstätten.",True,1,1,1,1
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","Diese Verordnung regelt die Auflagen für die Fortführung des Betriebs an den öffentlichen Schulen und Ersatzschulen in freier Trägerschaft einschließlich der allgemein bildenden Ergänzungsschulen und der Einrichtungen des Zweiten Bildungswegs im Sinne des Schulgesetzes vom 26. Januar 2004 (GVBl. S. 26), das zuletzt durch Artikel 35 des Gesetzes vom 12. Oktober 2020 (GVBl. S. 807) geändert worden ist, in der jeweils geltenden Fassung (im Folgenden: Schulen) und trifft Vorgaben für das durch die Schulen zu erstellende Schutz- und Hygienekonzept. Diese Vorgaben beziehen sich auf den gesamten Schulbetrieb, insbesondere den Unterricht einschließlich Prüfungen und Eignungstests im Rahmen von Aufnahmeverfahren, die außerunterrichtliche und die ergänzende Förderung und Betreuung und das Mittagessen. Weitergehende Vorgaben für die Schulen in der SARS-CoV-2-Infektionsschutzmaßnahmenverordnung bleiben vorbehaltlich des § 4 unberührt.",False,0,0,0,0
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","Dienstleistungsgewerbe im Bereich der Körperpflege wie Friseurbetriebe, Kosmetikstudios, Massagepraxen, Tattoo-Studios und ähnliche Betriebe sowie Sonnenstudios dürfen nur für den Publikumsverkehr geöffnet werden oder ihre Dienste anbieten, wenn ausschließlich Kundinnen und Kunden nach vorheriger Terminvereinbarung bedient werden oder elektronische Kontaktnachverfolgung sichergestellt ist. Zwischen den Plätzen für die Kundinnen und Kunden ist ein Sicherheitsabstand von 2 Metern zu gewährleisten, innerhalb dessen sich keine Kundinnen und Kunden aufhalten dürfen; wartende Kundinnen und Kunden dürfen sich nicht innerhalb der Betriebsräume aufhalten; die übrigen in dieser Verordnung festgelegten allgemeinen Schutz- und Hygieneregeln bleiben unberührt. Die Dienstleistungen dürfen nur von Personen in Anspruch genommen werden, die im Sinne von § 6b negativ getestet wurden.",True,1,1,1,1
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.",Weitergehende Maßnahmen des zuständigen Gesundheitsamts oder auf Grund bezirklicher Allgemeinverfügungen zur Absonderung bleiben unberührt.,False,0,0,0,0
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","In den Einrichtungen der Kindertagesförderung findet ein eingeschränkter Regelbetrieb statt. Die Betreuung muss, soweit organisatorisch umsetzbar, in getrennten und stabilen Gruppen stattfinden. Soweit es auf Grund der zur Verfügung stehenden, insbesondere personellen Ressourcen in den Einrichtungen zur Sicherstellung dieses Zieles erforderlich ist, sind Einschränkungen des Betreuungsumfanges in Abstimmung mit der Aufsicht nach § 45 des Achten Buches Sozialgesetzbuch zulässig. Die für Jugend und Familie zuständige Senatsverwaltung kann unter Beachtung der Infektionslage Näheres zur Gestaltung des Angebotes bestimmen. Inwieweit in den Angeboten der Kindertagesförderung die Pflicht zum Tragen einer medizinischen Gesichtsmaske oder einer Mund-Nasen-Bedeckung besteht, legt die für Jugend und Familie zuständige Senatsverwaltung im Rahmen eines öffentlich bekanntgemachten Musterhygienekonzepts fest.",True,0,0,0,0
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","Der Arbeitgeber hat medizinische Gesichtsmasken (Mund-Nase-Schutz) zur Verfügung zu stellen, wenn 1. die Anforderungen an die Raumbelegung nach § 2 nicht eingehalten werden können, oder 2. der Mindestabstand von 1,5 Metern nicht eingehalten werden kann, oder 3. wenn Wege vom und zum Arbeitsplatz innerhalb von Gebäuden zurückgelegt werden.",False,0,0,0,0
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.",An öffentlichen Schulen und Schulen in freier Trägerschaft einschließlich der Einrichtungen des Zweiten Bildungsweges und der Angebote der außerunterrichtlichen und ergänzenden Förderung und Betreuung darf vorbehaltlich der Absätze 6 und 7 kein Lehr- und Betreuungsbetrieb in Präsenz stattfinden. Abweichungen von Satz 1 zum Zwecke einer an das Infektionsgeschehen angepassten Wiederaufnahme des Lehr- und Betreuungsbetriebs in Präsenz bestimmt die für Bildung zuständige Senatsverwaltung durch Rechtsverordnung nach § 25 Absatz 1 und 2.,True,0,0,0,0
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","Sobald die für Inneres zuständige Senatsverwaltung nach § 7 Absatz 1 des Katastrophenschutzgesetzes vom 11. Februar 1999 (GVBl. S. 78), das zuletzt durch Artikel 3 des Gesetzes vom 9. Mai 2016 (GVBl. S. 240) geändert worden ist, den Katastrophenalarm auslöst, wirkt die Steuerungsgruppe nach Absatz 1 in der zentralen Einsatzleitung nach § 9 des Katastrophenschutzgesetzes mit.",False,0,0,0,0
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","Museen, Galerien und Gedenkstätten dürfen für den Publikumsverkehr geöffnet werden, sofern ein Einlass nur nach vorheriger Terminbuchung erfolgt. Für die Steuerung des Zutritts zur Sicherung des Mindestabstandes gilt ein Richtwert für die maximal zulässige Anzahl von Besucherinnen und Besuchern je Ausstellungs- oder Betriebsfläche von insgesamt höchstens einer Besucherin oder einem Besucher pro 40 Quadratmetern Ausstellungs- oder Betriebsfläche. Die Einrichtungen dürfen nur durch Besucherinnen und Besucher aufgesucht werden, die im Sinne von § 6b negativ getestet sind.",True,1,1,1,1
"Schulen, Kitas, Einzelhandel, Friseure, Nagel- und Kosmetikstudios und Museen bleiben geöffnet.","Pausen in geschlossenen Räumen, bei denen die medizinische Gesichtsmaske abgelegt wird (zum Beispiel beim Essen), sollen nur noch allein verbracht werden. Die betreffenden Räume sind vor der Nutzung durch die nächste Mitarbeiterin oder den nächsten Mitarbeiter gut zu lüften.",False,0,0,0,0
"Statt Notbremse werden nun FFP2-Masken und Tests fürs Shopping Pflicht, und es sollen mehr Berliner im Home-Office arbeiten.","Eine FFP2-Maske ist in geschlossenen Räumen zu tragen 1. von Fahrgästen bei der Benutzung öffentlicher Verkehrsmittel einschließlich der Bahnhöfe, Flughäfen und Fährterminals sowie sonstiger Fahrzeuge mit wechselnden Fahrgästen, 2. in Arztpraxen und anderen Gesundheitseinrichtungen von Patientinnen und Patienten sowie ihren Begleitpersonen unter der Voraussetzung, dass die jeweilige medizinische Behandlung dem nicht entgegensteht, 3. in Krankenhäusern und Pflegeeinrichtungen von Besucherinnen und Besuchern sowie von Patientinnen und Patienten beziehungsweise Bewohnerinnen und Bewohnern, sofern sie sich außerhalb ihres Zimmers aufhalten oder Besuch empfangen, 4. von Kundinnen und Kunden in Einzelhandelsgeschäften aller Art und Einkaufszentren (Malls) sowie in Handwerks-, Dienstleistungs- und anderen Gewerbebetrieben mit Publikumsverkehr, 5. von Besucherinnen und Besuchern in Bibliotheken und Archiven, 6. in der beruflichen Bildung und der allgemeinen Erwachsenenbildung, 7. von Besucherinnen und Besuchern in kulturellen Einrichtungen und Freizeiteinrichtungen und 8. soweit dies über die in den Nummern 1 bis 7 genannten Anlässe hinaus in einem bereichsspezifischen Hygienerahmenkonzept nach § 6 Absatz 3 oder einer auf Grund von § 25 erlassenen Rechtsverordnung bestimmt ist.",True,1,1,1,1
"Statt Notbremse werden nun FFP2-Masken und Tests fürs Shopping Pflicht, und es sollen mehr Berliner im Home-Office arbeiten.","Eine medizinische Gesichtsmaske ist in geschlossenen Räumen zu tragen 1. von nicht fahrzeugführendem Personal bei der Benutzung öffentlicher Verkehrsmittel einschließlich der Bahnhöfe, Flughäfen und Fährterminals sowie sonstiger Fahrzeuge mit wechselnden Fahrgästen, 2. in sonstigen Fahrzeugen von nicht fahrzeugführenden Personen, sofern die Nutzung des Fahrzeugs nicht ausschließlich mit den in § 2 Absatz 2 genannten Personen erfolgt, 3. von Personal in Einzelhandelsgeschäften aller Art und Einkaufszentren (Malls) sowie in Handwerks-, Dienstleistungs- und anderen Gewerbebetrieben mit Publikumsverkehr, 4. von Teilnehmerinnen und Teilnehmern an religiös-kultischen Veranstaltungen im Sinne des Artikel 4 des Grundgesetzes und Artikel 29 Absatz 1 der Verfassung von Berlin, 5. in Arztpraxen und anderen Gesundheitseinrichtungen von Personal unter der Voraussetzung, dass die jeweilige medizinische Behandlung dem nicht entgegensteht, 6. in Gaststätten von Personal mit Gästekontakt und Gästen, 7. in gedeckten Sportanlagen einschließlich Hallenbädern und ähnlichen der Sportausübung dienenden Räumen, außer während der Sportausübung, 8. von Beschäftigten und Besucherinnen und Besuchern in Büro- und Verwaltungsgebäuden, es sei denn, sie halten sich an einem festen Platz auf oder können den Mindestabstand von 1,5 Metern einhalten, 9. in Aufzügen, 10. von Teilnehmerinnen und Teilnehmern an Versammlungen in geschlossenen Räumen und 11. soweit dies über die in den Nummern 1 bis 10 genannten Anlässe hinaus in einem bereichsspezifischen Hygienerahmenkonzept nach § 6 Absatz 3 oder einer auf Grund von § 25 erlassenen Rechtsverordnung bestimmt ist.",False,0,0,1,1
"Statt Notbremse werden nun FFP2-Masken und Tests fürs Shopping Pflicht, und es sollen mehr Berliner im Home-Office arbeiten.","Verkaufsstellen im Sinne des Berliner Ladenöffnungsgesetzes vom 14. November 2006 (GVBl. S. 1045), das zuletzt durch das Gesetz vom 13. Oktober 2010 (GVBl. S. 467) geändert worden ist, in der jeweils geltenden Fassung dürfen nur von Kundinnen und Kunden aufgesucht werden, die im Sinne von § 6b negativ getestet sind. Für die Öffnung nach Satz 1 gilt ein Richtwert von insgesamt höchstens einer Kundin oder einem Kunden pro 40 Quadratmetern Verkaufsfläche, eine elektronische Kontaktnachverfolgung ist sicherzustellen. Die Sätze 1 und 2 gelten nicht für den Einzelhandel für Lebensmittel und Getränke, Tabakprodukte, Schreibwaren, Zeitungen, Zeitschriften, Bücher und Tierbedarf, Apotheken, Einrichtungen zum Erwerb von Sanitätsbedarf sowie von Hör- und Sehhilfen, Drogerien, Reformhäuser, Tankstellen, Abhol- und Lieferdienste und Wochenmärkte mit Beschränkung auf die vorgenannten Sortimente, gewerblichen Handwerkerbedarf und Fahrrad- und Kfz- Werkstätten.",True,1,1,1,1
